title,filename,title.1,author,release year,genre,pos score,neg score,neu score,comp score,amt pos,amt neg
The Egoist,1684.txt,The Egoist,George Meredith,"March, 1999",Tragicomedy,0.07710397063167204,0.049416726444153465,0.6351998396556781,0.05316120089455261,6280,3843
The Mystery of the Yellow Room,1685.txt,The Mystery of the Yellow Room,Gaston Leroux,"March, 1999",Mystery fiction,0.04862980339588915,0.0523374664879356,0.6823232797140293,-0.008352424039320828,1579,1567
Pictures from Italy,650-0.txt,Pictures from Italy,Charles Dickens,"February 17, 2013  ",Non-Fiction,0.07975059548830046,0.053203026481714995,0.7674241277847812,0.052110620708981516,1989,1341
Winter,42199.txt,Winter,Dallas Lore Sharp,"February 28, 2013  ",Fantasy,0.05047934832491961,0.038060807709958684,0.6930094079853149,0.02441670491050934,801,606
The Red Badge of Courage,463.txt,The Red Badge of Courage,Stephen Crane,"March, 1996",War novel,0.06203647577092512,0.07373814977973574,0.6610496916299561,-0.01852687224669607,1260,1387
Curly,41447.txt,Curly,Roger  Pocock,"November 23, 2012 ",Biography,0.0536089283802592,0.05611701102665672,0.6284198693929991,-0.007454972700995635,1724,1588
The Survivors of the Chancellor,1652.txt,The Survivors of the Chancellor,Jules Verne,"February, 1999",Adventure novel,0.054153658932338124,0.059293525880252974,0.6928177835469755,-0.008670485153334429,1244,1313
The Highwayman,9749-8.txt,The Highwayman,H. C. Bailey,"January, 2006",Fantasy/Ethnic novel,0.07459119312634246,0.05428890841632486,0.5975414958015991,0.03748660417887127,2446,1903
The Secret Garden,113.txt,The Secret Garden,Frances Hodgson Burnett,"May 15, 2008 ",Children's literature,0.06086921508664653,0.03666941896024467,0.6654587155963307,0.04612404689092766,2272,1323
The League of the Scarlet Pimpernel,5805.txt,The League of the Scarlet Pimpernel,Baroness Orczy,"June, 2004",Adventure novel,0.06039031869455699,0.06210152228671536,0.6638392290001066,-0.0024947103274559263,1916,1985
Pollyanna,1450.txt,Pollyanna,Eleanor H. Porter,"September, 1998",Non-Profit,0.06792372448979593,0.04517232142857146,0.6147095663265288,0.04738033163265305,1665,885
Democracy and Education,852.txt,Democracy and Education,John Dewey,"March, 1997",Non-fiction,0.09104612016908194,0.03575664251207734,0.8150750301932321,0.09179725996376778,4784,1800
Through the Looking-Glass,12.txt,Through the Looking-Glass,"Charles Dodgson, AKA Lewis Carroll","February, 1991",Children's fiction,0.053736414305620005,0.03789363678588018,0.6408381328378989,0.03214616813748252,783,533
"""Tex""",43100-8.txt,"""Tex""",Clarence E. Mulford,"July 06, 2013 ",Western novel,0.07328194139924248,0.056441897548335625,0.6922804464819593,0.03231812836356381,2486,2098
The Lifted Veil,2165.txt,The Lifted Veil,George Eliot,"April 20, 2005  ",Horror fiction,0.08393202416918417,0.07347432024169187,0.7282910372608276,0.023722306143000967,664,548
The King of the Golden River,701.txt,The King of the Golden River,John Ruskin.,"October, 1996",Fantasy,0.05908399999999999,0.0420086666666667,0.6975713333333339,0.031755333333333316,294,240
Little Men,2788.txt,Little Men,Louisa May Alcott,2001,Children's literature,0.098688146911519,0.049829048414023344,0.6363763772954923,0.09110608514190288,4349,2189
Peveril of the Peak,5959.txt,Peveril of the Peak,Sir Walter Scott,"June, 2004  ",Historical novel,0.08303783286651834,0.05498812758663909,0.713571464403657,0.051165494753563585,7242,4872
The Cavalier,9839.txt,The Cavalier,George Washington Cable,"February, 2006",Mystery fiction,0.06041161276991424,0.044824671970244714,0.6854439508213634,0.030497706374625483,2044,1457
Lilith,1640-8.txt,Lilith,George MacDonald,"February, 1999",Science fiction,0.05446511627906984,0.05329020382508748,0.6574424890006277,0.0061096525096525104,2105,1962
Green Eyes,45557.txt,Green Eyes,Roy J. Snell,"May 1, 2014 ",Young-Adult Fiction,0.052122890744844004,0.04343838418271687,0.6068413158343273,0.02303238452360655,972,760
A Christmas Carol,46-8.txt,A Christmas Carol,Charles Dickens,"August 11, 2004 ",Novella,0.07636299268350245,0.05254425300920463,0.6785024781685146,0.03996705215954683,863,581
The World's Desire,2763.txt,The World's Desire,H. Rider Haggard and Andrew Lang,"April 3, 2006 ",Fantasy novel,0.06275223555070886,0.06699607415485273,0.689556379498364,-0.003969073064340244,1928,2052
White Fire,41719.txt,White Fire,Roy J. Snell,"December 28, 2012 ",Thriller (genre),0.054269442262372264,0.039038098978790285,0.6443236449332298,0.0306761979575804,925,702
The Emerald City of Oz,517.txt,The Emerald City of Oz,L. Frank Baum,"May, 1996",Children's literature,0.06952186350633444,0.0410585751260046,0.6228357172047385,0.050452867456749866,1738,1064
Ruth Hall,40814-8.txt,Ruth Hall,Fanny Fern,"September 22, 2012 ",Roman à clef,0.06927504495927217,0.04372146408547544,0.6647461123452857,0.04906375753728977,2168,1382
Twelve Years a Slave,45631-8.txt,Twelve Years a Slave,Solomon Northup,"May 11, 2014 ",Slave narrative,0.06652747856671805,0.049035392393932654,0.74297746757529,0.029854660364915374,1954,1407
Don Rodriguez,4282-8.txt,Don Rodriguez,"Edward John Moreton Drax Plunkett, Baron, Dunsany","July, 2003",Fantasy fiction,0.05733822055137847,0.05211666666666651,0.7202442355889718,0.013748571428571393,1784,1609
Corleone,44311.txt,Corleone,F. Marion Crawford,"November 30, 2013 ",Crime novel,0.06936258297426359,0.05809328054035155,0.6759682077559098,0.023128269477116648,4487,3465
Physics,40175.txt,Physics,Willis Eugene Tower,"July 9, 2012 ",Textbook,0.03463353775853773,0.017124458874458882,0.7191052789802762,0.024866257816257682,2047,1113
Jude the Obscure,153-8.txt,Jude the Obscure,Thomas Hardy,"August, 1994  ",Novel,0.0568663931699745,0.04297311231843885,0.6749149018738194,0.02669813172192039,3618,2591
Philip Dru: Administrator,6711.txt,Philip Dru: Administrator,Edward Mandell House,"October, 2004",Political novel,0.07817781690140851,0.048525821596244134,0.6791954225352108,0.05492257922535219,1951,1167
Manalive,1718.txt,Manalive,G. K. Chesterton,"August 3, 2005 ",Mystery novel,0.07212265682656838,0.054019778597785915,0.7048541697416966,0.03025046494464948,1752,1249
The Invisible Man,5230.txt,The Invisible Man,H. G. Wells,"October 7, 2004 ",Horror fiction,0.0488451369216242,0.04995404469625425,0.6895226628895197,-0.001873355366698137,903,1045
Martin Eden,1056.txt,Martin Eden,Jack London,"November 25, 2004  ",Künstlerroman,0.0738839442716081,0.04966542675503837,0.7043313945624202,0.05021247125659397,4120,2665
Texas,7355.txt,Texas,William H. Wharton,"January, 2005",Western novel,0.06749391480730225,0.05419269776876272,0.7231501014198789,0.026828701825557823,248,184
Dead Souls,1081.txt,Dead Souls,Nikolai Vasilievich Gogol,"October, 1997",Political,0.06995538686909028,0.04213923292049532,0.7404163004394693,0.051266327074177526,3839,2329
Five Plays,41311-8.txt,Five Plays,Edward John Dunsany,"November 7, 2012 ",Fantasy fiction,0.03457776188773687,0.03587987129066856,0.5310813371469434,0.004376903825527365,576,448
The Mysterious Island,1268.txt,The Mysterious Island,Jules Verne,"April, 1998",Adventure novel,0.05509840459476666,0.04015515847691959,0.6858993831099718,0.02625756222080392,4336,3428
Imogen,9152.txt,Imogen,William Godwin,"October, 2005",Biographical novel,0.11349037254081208,0.07040853913771446,0.7334300962745917,0.08333664713269126,1771,1168
The Good Soldier,2775.txt,The Good Soldier,Ford Madox Ford,"August, 2001",Black comedy,0.08071631108052314,0.05610282174810728,0.7529296627666899,0.04489549896765333,2255,1437
The Hunchback,3480.txt,The Hunchback,James Sheridan Knowles,"October 8, 2007  ",Gothic fiction,0.07819678714859449,0.03999709950914771,0.6203179384203473,0.05590151717983054,730,310
A Tramp Abroad,5783.txt,A Tramp Abroad,Mark Twain (Samuel Clemens),March 1994 ,Travel literature,0.07045849056603762,0.04026367924528302,0.6836174528301895,0.057236650943396125,502,285
The Silverado Squatters,516-0.txt,The Silverado Squatters,Robert Louis Stevenson,"January 29, 2013  ",Short story,0.07276992753623174,0.04393900966183576,0.7601020531400965,0.057966092995169076,890,547
The Red and the Black,44747-0.txt,The Red and the Black,Stendhal,"January 24, 2014 ",Bildungsroman,0.08410950280305125,0.06191168091168028,0.6655309254664039,0.04436137763073278,6671,4974
Freckles,111.txt,Freckles,Gene Stratton-Porter,"March 8, 2006 ",Children's literature,0.06921519396551726,0.04489159482758622,0.6811514008620688,0.04774719827586209,2283,1557
Rasselas,652-0.txt,Rasselas,Samuel Johnson,"January 31, 2013  ",Theodicy,0.08818407515097286,0.058189666741221224,0.6740279579512416,0.05625951688660272,1468,961
Winter,45390.txt,Winter,Anonymous,"April 14, 2014 ",Fantasy,0.049384491114701126,0.02846849757673668,0.6232746365105007,0.0415864297253635,93,46
Broke,45412-8.txt,Broke,Edwin A. Brown,"April 16, 2014 ",Fiction,0.06682730882802163,0.05196405661337933,0.700270542714588,0.028495153243050683,2397,1683
The Master of Ballantrae,864-0.txt,The Master of Ballantrae,Robert Louis Stevenson,"October 30, 2012  ",Adventure novel,0.06849249383822548,0.06302991261483294,0.7013280304727755,0.011885648666815992,2283,2060
The Masquerader,5422.txt,The Masquerader,Katherine Cecil Thurston,"April, 2004 ",Romance novel,0.06750656837728006,0.046677157168509474,0.6589001039599262,0.04179755221623669,2310,1706
Frankenstein,41445.txt,Frankenstein,Mary Shelley,"December 10, 2012 ",Horror fiction,0.09738734971249344,0.08172647673810769,0.6776610036591743,0.027571589127025804,2562,1988
Physics,40175-8.txt,Physics,Willis Eugene Tower,"July 9, 2012 ",Textbook,0.03465043290043287,0.017141474266474273,0.7190713083213055,0.024866257816257682,2047,1113
Principles of Political Economy,41936-8.txt,Principles of Political Economy,Arthur Latham Perry,"January 28, 2013  ",Nonfiction,0.08286881423677178,0.0297341549295774,0.7745785591929955,0.09606928054815272,6194,2508
Dangerous Days,1693.txt,Dangerous Days,Mary Roberts Rinehart,"April, 1999",Young adult fiction,0.062061102738005386,0.05373587038432552,0.6111579377040922,0.018526387842250757,3255,2509
Eight Hundred Leagues on the Amazon,3091.txt,Eight Hundred Leagues on the Amazon,Jules Verne,"February, 2002",Adventure novel,0.05930558552576973,0.038606606357373965,0.669288571665697,0.03662752925553996,2529,1655
Zen Buddhism,43273-0.txt,Zen Buddhism,Arthur Waley,"July 21, 2013 ",Non-fiction,0.04581052631578947,0.027036842105263182,0.6685973684210532,0.03474046052631577,227,127
Tartarin of Tarascon,1862.txt,Tartarin of Tarascon,Alphonse Daudet,"August, 1999 ",Novel,0.06477597977243983,0.04327484197218713,0.6628725663716812,0.043863362831858405,863,571
Tom Swift in the Caves of Ice,3734.txt,Tom Swift in the Caves of Ice,Victor Appleton,"February, 2003",Young adult novel,0.049984558576703496,0.04209953004363879,0.6378588452500844,0.01780481705270214,1049,789
Memory,41478.txt,Memory,William Walker Atkinson,"November 25, 2012  ",Science fiction,0.07609615867436592,0.022492844589505376,0.7778857644991226,0.09315651518955544,1240,367
Christmas Eve,6670.txt,Christmas Eve,Robert Browning,"October, 2004",Contemporary romance,0.0955273019271948,0.05186456102783723,0.7642799785867256,0.06076873661670229,357,209
Venice,42998-8.txt,Venice,Dorothy Menpes,"June 20, 2013 ",Novella,0.08691945584107111,0.040174260418916016,0.7528445260202986,0.08901751241632473,1361,676
Trent's Last Case,2568-8.txt,Trent's Last Case,E.C. (Edmund Clerihew) Bentley,2001,Detective fiction,0.06530775369065034,0.048173959303098736,0.746739726027396,0.0305435031254156,1897,1371
Captivity and Restoration,851.txt,Captivity and Restoration,Mrs. Mary Rowlandson,"March, 1997  ",Captivity narrative,0.0692752781809385,0.05950120948234156,0.7594707305273348,0.01966453797774552,504,429
Invention,43965-8.txt,Invention,Bradley A. Fiske,"October 17, 2013 ",Novel,0.07341702967041983,0.03381153940987913,0.7353788937289366,0.07016755157392973,3226,1357
The Picture of Dorian Gray,4078-8.txt,The Picture of Dorian Gray,Oscar Wilde,"May, 2003",Philosophical fiction,0.08193358602504958,0.05943589321028338,0.6888894199077122,0.04135169742913655,1763,1243
A Tramp Abroad,5782.txt,A Tramp Abroad,Mark Twain (Samuel Clemens),March 1994 ,Travel literature,0.06216004605641909,0.04191824985607369,0.7243586643638469,0.03608814047207822,371,271
The King of Ireland's Son,3495.txt,The King of Ireland's Son,Padraic Colum,"October, 2002",Children's literature,0.03334223107569715,0.02764594953519257,0.7101933598937572,0.01305410358565735,981,846
Mr. Justice Raffles,9806.txt,Mr. Justice Raffles,E. W. Hornung,"February, 2006",Crime fiction,0.05597710112637705,0.04949424433717031,0.6498221314519116,0.01615771753929934,1811,1549
I Spy,9812.txt,I Spy,Natalie Sumner Lincoln,"February, 2006",Children's books,0.05359707127330972,0.047985813980093786,0.6327726804713399,0.016116554170003447,1549,1343
Ulster,42958-8.txt,Ulster,Stephen Lucius Gwynn,"June 16, 2013 ",Encyclopedia,0.07022264150943397,0.0368614555256065,0.7522150943396241,0.06203353099730444,464,250
The Bruce,44292-0.txt,The Bruce,John Barbour,"November 27, 2013 ",Novel,0.02428748551157321,0.03361388781567198,0.7759650170348771,-0.01443671806399498,1530,2008
Narcissus,41726.txt,Narcissus,Unknown,"January 5, 2013 ",Horror fiction,0.05151754945756217,0.025224952137842985,0.6941576260370129,0.04097654754307591,458,216
Blanche,43125.txt,Blanche,Mrs Molesworth,"July 8, 2013 ",Detective fiction,0.08222006710002111,0.04024439085762211,0.6536945900608094,0.08010035646886134,2748,1187
The Children,2012.txt,The Children,Alice Meynell,"March 16, 2005  ",Dystopian novel,0.08391466405100534,0.045787150564001934,0.7109102501226106,0.07314051005394805,634,349
The Deerslayer,3285-8.txt,The Deerslayer,James Fenimore Cooper,"June, 2002",Adventure novel,0.08195354888449835,0.061122777429768765,0.7350133956536348,0.03913447694309218,6420,4777
Little Women,514.txt,Little Women,Louisa May Alcott,"May, 1996",Bildungsroman,0.11174222243364093,0.05195899533821695,0.6389339263628558,0.11025995147940168,8316,3942
A Modest Proposal,1080.txt,A Modest Proposal,Jonathan Swift,October 1997,Satire,0.08187994542974086,0.037717598908594815,0.7112291950886765,0.07449645293315141,205,99
The Adventures of Pinocchio,500.txt,The Adventures of Pinocchio,C. Collodi--Pseudonym of Carlo Lorenzini,"January 12, 2006 ",Adventure fiction,0.05654814216478188,0.0497791599353796,0.5712151857835225,0.011660403877221313,1220,972
The Americans,41242.txt,The Americans,Edwin Davies Schoonmaker,"October 30, 2012 ",Historical fiction,0.031675287604878484,0.02014081826831592,0.5455375832540441,0.013910388374708066,593,434
Gallantry,8715.txt,Gallantry,James Branch Cabell,"August, 2005",Wuxia,0.07672941505216099,0.050045268256333805,0.6465115499254848,0.054121730625931536,2671,1819
The Way We Live Now,5231.txt,The Way We Live Now,Anthony Trollope,"June 10, 2002  ",Social commentary,0.07044108096784303,0.04683929506651265,0.7098379857546864,0.0458390567717605,10109,6226
The Sea,42845-8.txt,The Sea,Jules Michelet,"May 30, 2013 ",Novel,0.0912448894884299,0.0649168828473592,0.7098739234201504,0.047834253398360435,3026,2074
The Wrecker,1024.txt,The Wrecker,Robert Louis Stevenson and Lloyd Osbourne,"February 11, 2006 ",Adventure novel,0.06778322152198955,0.053427187097648585,0.7078213729077721,0.027466795419123124,3569,2807
The Heir of Redclyffe,2505.txt,The Heir of Redclyffe,Charlotte M. Yonge,"February, 2001",Romance novel,0.08344954026397723,0.05241409609965867,0.6498410573928501,0.059771956102624875,8111,5020
Poor Miss Finch,3632-8.txt,Poor Miss Finch,Wilkie Collins,"January, 2003",Sensation novel,0.06249587724567233,0.05588783923988417,0.6763541746300401,0.0155954786217442,4367,4047
Ghost Stories of an Antiquary,9629-8.txt,Ghost Stories of an Antiquary,Montague Rhodes James,"January, 2006",Horror fiction,0.05686946059755363,0.04761981150992587,0.7437176659314216,0.01773709645077201,1075,841
The Call of the Wild,215.txt,The Call of the Wild,Jack London,"July 1, 2008 ",Adventure fiction,0.060757725947521775,0.06867755102040808,0.7358708454810508,-0.01660425655976684,754,904
Green Mansions,942.txt,Green Mansions,W. H. Hudson,"June, 1997",Romance novel,0.07496180717279928,0.0716152771308802,0.736050768514203,0.007980822077317165,2528,2486
With Fire and Sword,40477.txt,With Fire and Sword,Samuel H. M. Byers,"August 11, 2012 ",Historical novel,0.060633995302156775,0.08189259021994436,0.7216630365150539,-0.0430061285500748,988,1272
The Town,42060-8.txt,The Town,Leigh Hunt,"February 10, 2013 ",Autobiographical novel,0.08320394676875399,0.045592698933552,0.7625086591924158,0.06773565764287598,6294,3246
Maiwa's Revenge,2713.txt,Maiwa's Revenge,H. Rider Haggard,"March 31, 2006 ",Adventure novel,0.05949136276391542,0.0618250616945434,0.7317162051000817,-0.006473814093775702,855,789
L'Assommoir,8558.txt,L'Assommoir,Emile Zola,"July, 2005",Novel,0.05850572816423804,0.052303363578040406,0.6766553019888184,0.014412831087893029,2251,2009
Tik-Tok of Oz,956.txt,Tik-Tok of Oz,L. Frank Baum,"June, 1997",Children's literature,0.06748665359674261,0.04663082491328605,0.6200111597044178,0.03961915246569147,1551,1110
The Moon Pool,765.txt,The Moon Pool,A. Merritt,"December, 1996",Fantasy novel,0.058288556409219414,0.04410230489284269,0.679574848362311,0.025471661949049703,2257,1638
Friends,42641-0.txt,Friends,Wilfrid Wilson Gibson,"May 03, 2013 ",Children's literature,0.0598463476070529,0.03637111670864819,0.630905121746432,0.02900873215785056,155,105
Beowulf,981.txt,Beowulf,Anonymous,"July, 1997",Satirical,0.0954524982406756,0.08485737743373199,0.7225735397607321,0.015950668543279332,887,802
Jurgen,8771-8.txt,Jurgen,James Branch Cabell,"August, 2005",Fantasy novel,0.07365399112153427,0.04689789764636902,0.664355892453303,0.048109389396096665,2899,1839
Frankenstein,42324-8.txt,Frankenstein,Mary W. Shelley,"March 13, 2013 ",Horror fiction,0.09872577833125773,0.08322689912826912,0.685794645080947,0.026395118306351287,2770,2139
Botticelli,39942.txt,Botticelli,Henry Bryan Binns,"June 7, 2012 ",Mystery (fiction),0.06532828630419818,0.02621059876118377,0.7143785271851346,0.07237123193392977,317,120
Russia,1349-8.txt,Russia,Donald Mackenzie Wallace,"May 3, 2006 ",Adventure,0.08289018575190353,0.051556935449433815,0.7807204825279332,0.05389493986193085,8809,5244
Essays,1434.txt,Essays,Alice Meynell,"March 15, 2005  ",Non-fiction,0.0850103595368677,0.05686288848263235,0.7271116697135891,0.05512102376599638,2066,1423
The Phoenix and the Carpet,836.txt,The Phoenix and the Carpet,E. Nesbit,"March, 1997",Children's literature,0.06097214040255285,0.03770054000981834,0.6427367452135495,0.04185729013254793,1791,1024
The Vicar of Wakefield,2667.txt,The Vicar of Wakefield,Oliver Goldsmith,"June, 2001",Satire,0.10841275706940844,0.068857326478149,0.7166895886889466,0.07575260282776351,2419,1518
A Princess of Mars,62.txt,A Princess of Mars,Edgar Rice Burroughs,"June 23, 2008 ",Science Fantasy,0.06722926053538295,0.057937582825337994,0.6960652001060157,0.01918703949112109,1965,1675
The Raven,45484.txt,The Raven,Edgar Allan Poe,"April 24, 2014 ",Fantasy novel,0.040516519823788566,0.032953744493392084,0.5311541850220265,0.020546145374449338,92,60
Prester John,611.txt,Prester John,John Buchan,"August, 1996",Thriller (genre),0.06426501675689612,0.05538527971126567,0.7268302397525132,0.01634066769786014,1857,1657
Pellucidar,605.txt,Pellucidar,Edgar Rice Burroughs,"July, 1996",Fantasy novel,0.06331172291296625,0.05081290704558894,0.6842779751332148,0.020167821195973882,1553,1291
The Law and the Lady,1622.txt,The Law and the Lady,Wilkie Collins,"February, 1999",Mystery fiction,0.07249679446082813,0.06156859853827399,0.6700769329401162,0.021224971150147463,4251,3714
Japan,45645.txt,Japan,Various,"May 14, 2014 ",History,0.06851559741024084,0.04786554182198674,0.7614570662481146,0.03821183048852295,4025,2586
Turner,40878-0.txt,Turner,William Cosmo Monkhouse,"September 27, 2012 ",Young adult novel,0.06646487967129709,0.032106437096458634,0.7237751907650157,0.0664355703384857,1336,601
Pan,7214-8.txt,Pan,Knut Hamsun,"January, 2005 ",Biography,0.05451457339692632,0.04066649001943117,0.6310199611376075,0.02841425543190252,1020,815
In the Reign of Terror,3785.txt,In the Reign of Terror,G. A. Henty,"January, 2003",Historical Fiction,0.06748018513161698,0.05492874361199486,0.7019083984186651,0.024281911098254776,2561,2075
Poor Folk,2302.txt,Poor Folk,Fyodor Dostoyevsky,"August, 2000 ",Epistolary novel,0.08991164201744424,0.06719548729616982,0.7264736442927558,0.040639647326507516,1468,1307
Married,7956-8.txt,Married,August Strindberg,"April, 2005 ",Novel,0.06643276749952325,0.05193915697119963,0.6454091169177958,0.028989233263398938,2400,1824
Table-Talk,3020.txt,Table-Talk,William Hazlitt," January, 2002  ",Cultural criticism,0.10089214822843977,0.0587962197683081,0.7630147686471079,0.08162469344895346,5804,3259
Mr. Justice Raffles,9806-8.txt,Mr. Justice Raffles,E. W. Hornung,"February, 2006",Crime fiction,0.05597710112637705,0.04949424433717031,0.6498221314519116,0.01615771753929934,1811,1549
In the Forest,8607.txt,In the Forest,Catherine Parr Traill,"August, 2005",Fantasy novel,0.07739495967741937,0.03862802419354842,0.7013173387096774,0.07628070564516141,1506,737
Dawn,5874.txt,Dawn,Eleanor H. Porter,"June, 2004",Children's literature,0.055522873381160964,0.04720814311003447,0.6397473213453846,0.01879574210379211,1932,1417
Mountain,39994.txt,Mountain,Clement Wood,"June 14, 2012 ",Historical fiction,0.05744121703853958,0.04967772819472616,0.64801452332657,0.016473760649087427,2372,2049
Elissa,2855.txt,Elissa,H. Rider Haggard,"March 31, 2006 ",Adventure novel,0.06610462483829235,0.058667852522639084,0.6730916882276844,0.01556723803363514,1447,1393
Winter,42199-8.txt,Winter,Dallas Lore Sharp,"February 28, 2013  ",Fantasy,0.05047934832491961,0.038060807709958684,0.6930094079853149,0.02441670491050934,801,606
The Story of the Amulet,837.txt,The Story of the Amulet,E. Nesbit,"March, 1997",Children's literature,0.06139749946109086,0.0340682259107566,0.6355117482216007,0.05236383918948061,2010,1032
The House of the Seven Gables,77.txt,The House of the Seven Gables,Nathaniel Hawthorne,"June 17, 2008 ",Gothic fiction,0.0864575802286977,0.05663233124308356,0.7489229988933944,0.05450758022869789,3254,2149
Off on a Comet,1353.txt,Off on a Comet,Jules Verne,"June, 1998",Science fiction,0.05877952820177947,0.04097085952167165,0.6988771528854746,0.032333434005387324,2575,1785
Dark Hollow,5121.txt,Dark Hollow,Anna Katherine Green,"February, 2004",Horror novel,0.059772121212121276,0.06051011655011635,0.6643336130536103,-0.0016813053613053631,2438,2405
Vathek,42401-0.txt,Vathek,William Beckford,"March 24, 2013  ",Gothic novel,0.07758814421588142,0.055715549657155465,0.7200457863304581,0.04000066357000661,1291,883
Abraham Lincoln,45449-8.txt,Abraham Lincoln,Francis Grierson,"April 21, 2014 ",Biography,0.07832692307692299,0.03862066365007541,0.6409766214177979,0.06783193815987941,707,338
Beowulf,9701-0.txt,Beowulf,Unknown,"January, 2006",Satirical,0.0175246898445545,0.01414107782082085,0.7370784582945099,0.006493782180159825,1128,836
The Story of the Treasure Seekers,770.txt,The Story of the Treasure Seekers,E. Nesbit,"January, 1997",Children's literature,0.059663281753707276,0.03949790457769183,0.6779203739522883,0.04009577691811747,1419,808
The Autocrat of the Breakfast-Table,751-0.txt,The Autocrat of the Breakfast-Table,Oliver Wendell Holmes,"January 15, 2013  ",Essay,0.08183004158004148,0.04177494802494794,0.7468730769230776,0.07248978170478154,2797,1431
Weir of Hermiston,380-0.txt,Weir of Hermiston,Robert Louis Stevenson,"November 7, 2010  ",Novel,0.07204025704025707,0.058326970326970234,0.7089848799848811,0.031323020223020234,1351,1036
The Scarecrow of Oz,957.txt,The Scarecrow of Oz,L. Frank Baum,"June, 1997",Children's literature,0.06317336222703789,0.0459388231371895,0.6411815302550431,0.03678901483580604,1417,926
What Maisie Knew,7118.txt,What Maisie Knew,Henry James,"March 12, 2003  ",Novel,0.0742871335346255,0.04322616148826325,0.7085334567059498,0.06265606311483378,2919,1631
Beauty and the Beast,43484-0.txt,Beauty and the Beast,Stewart A. McDowall,"August 16, 2013 ",Fantasy,0.1072890756302522,0.035821512605042016,0.7318477310924371,0.13522638655462155,939,393
Stoneheart,44399-8.txt,Stoneheart,Gustave Aimard,"December 9, 2013  ",Children's literature,0.06495527156549531,0.057496120492925684,0.6106620264719289,0.014564901871291575,1907,1718
Local Color,41297-8.txt,Local Color,Irvin S. Cobb,"November 5, 2012 ",Travel literature,0.05806744166168053,0.04272835285067095,0.7325244892725852,0.026615274809812867,2410,1837
Intentions,887-0.txt,Intentions,Oscar Wilde,"October 26, 2014  ",Non-fiction,0.10020007020007003,0.0639722709722709,0.7484257634257644,0.07108408213408192,2137,1321
The Coral Island,7124.txt,The Coral Island,R. M. Ballantyne,"December, 2004",Adventure novel,0.06868128145567161,0.05451451800232295,0.7187519357336404,0.0277107626790555,2754,2163
Rolling Stones,3815.txt,Rolling Stones,O. Henry,"September 21, 2001  ",Science fiction,0.059481512605042,0.03998403361344525,0.6534771008403362,0.037549947478991666,1892,1125
Love Among the Chickens,3829.txt,Love Among the Chickens,P. G. Wodehouse,"March, 2003",Comic novel,0.06380503597122306,0.04004258992805745,0.6315476258992799,0.04226804316546767,1532,888
The Interpreter,40660.txt,The Interpreter,G. J. Whyte-Melville,"September 04, 2012 ",Novel,0.0972443814798118,0.05931425075664884,0.7154234657737076,0.07495588898190457,5475,3369
The Private Memoirs and Confessions of a Justified Sinner,2276.txt,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,"August, 2000",Mystery fiction,0.08117715674362083,0.06578930741190764,0.7363900364520031,0.029205285540704843,2463,1974
At Large,4613.txt,At Large,Arthur Christopher Benson,"November, 2003  ",Humor,0.13208880358285305,0.06483326935380679,0.7265625079974399,0.1258326295585413,3932,1965
Peveril of the Peak,5959-8.txt,Peveril of the Peak,Sir Walter Scott,"June, 2004  ",Historical novel,0.08303783286651834,0.05498812758663909,0.713571464403657,0.051165494753563585,7242,4872
A Love Story,8883-8.txt,A Love Story,A Bushman,"September, 2005",Humor,0.08183114569660603,0.0462747984249016,0.6501633227076691,0.06513967747984263,2802,1563
Belinda,6992.txt,Belinda,A. A. Milne,"November, 2004",Novel,0.06683517669274328,0.024134610196924745,0.5845074183976262,0.06470593471810104,532,212
Poor Miss Finch,3632.txt,Poor Miss Finch,Wilkie Collins,"January, 2003",Sensation novel,0.06249587724567233,0.05588783923988417,0.6763541746300401,0.0155954786217442,4367,4047
The Lone Star Ranger,1027.txt,The Lone Star Ranger,Zane Grey,August 1997,Western novel,0.062212464589235135,0.06357905453257783,0.657228487960338,-0.0009735216005666064,2483,2444
The Pothunters,6984.txt,The Pothunters,P. G. Wodehouse,"November, 2004 ",Comedy novel,0.05724722991689754,0.034957756232686966,0.6435998961218847,0.03860836218836573,1113,623
Jurgen,8771.txt,Jurgen,James Branch Cabell,"August, 2005",Fantasy novel,0.07365399112153427,0.04691129910377751,0.6643424909958945,0.048086506407571665,2899,1839
Home Again,8924-8.txt,Home Again,George MacDonald,"September, 2005 ",Biography in literature,0.07971295371295371,0.04936396936396927,0.6564723609723596,0.05702462537462544,1770,1019
The Sleeping Car,2506.txt,The Sleeping Car,William D. Howells,"May 13, 2005  ",Literary realism,0.0640653896961691,0.034030383091149294,0.6297780713342146,0.04880250990752966,281,161
Aunt Jane,43380.txt,Aunt Jane,Jennette Lee,"August 2, 2013 ",Young-adult fiction,0.0626803595954552,0.026110500686727454,0.5950648020976388,0.06569401922836796,1640,664
The Mystery of Edwin Drood,564.txt,The Mystery of Edwin Drood,Charles Dickens,"December 25, 2010  ",Fiction,0.06441463208583262,0.045406099518459114,0.6598020613331085,0.0378743009208415,2620,1891
A Tale of Two Cities,98-8.txt,A Tale of Two Cities,Charles Dickens,"January, 1994 ",Historical novel,0.06006631022615525,0.053475110619468906,0.6639891224188752,0.015176855948869309,3425,3000
