filename,title,author,release year,pos score,neg score,neu score,comp score
4061.txt,The Fifteen Decisive Battles of The World From Marathon to Waterloo,Edward Creasy,"May, 2003 "
40610-0.txt,Notes on the Book of Leviticus,C. H. Mackintosh,"August 30, 2012 "
40610.txt,Notes on the Book of Leviticus,C. H. Mackintosh,"August 30, 2012 "
40615.txt,A History of the Reformation (Vol. 1 of 2),Thomas M. Lindsay,"August 29, 2012 "
40616.txt,"Fiends, Ghosts, and Sprites",John Nettin Radcliffe,"August 29, 2012 "
40617.txt,The Teaching and Cultivation of the French Language in England during Tudor and Stuart Times,Kathleen Lambley,"August 29, 2012 "
40619-8.txt,Camilla,Fanny Burney,"August 29, 2012 "
40626-8.txt,"Punch, or the London Charivari, Volume 93, December 24, 1887",Various,"August 30, 2012 "
40661-8.txt,A Daughter of the Rich,M. E. Waller,"September 04, 2012 "
40679-8.txt,"History of the Origin, Formation, and Adoption of the Constitution of the United States, Vol. 2",George Ticknor Curtis,"September 5, 2012 "
40706-8.txt,An Introduction to the History of Science,Walter Libby,"September 7, 2012  "
4071.txt,"Monsieur Lecoq, v.1",Emile Gaboriau,"April 13, 2006 "
40726-8.txt,Through Welsh Doorways,Jeannette Augustus Marks,"September 10, 2012  "
4074.txt,Swallow,H. Rider Haggard,"April 13, 2006 "
40741-8.txt,"Paul and His Dog, v.1 (Novels of Paul de Kock Volume XIII)",Charles Paul de Kock,"September 12, 2012 "
40749-0.txt,The Civil War in America,William Howard Russell,"September 13, 2012 "
40749.txt,The Civil War in America,William Howard Russell,"September 13, 2012 "
4075.txt,The Intrusion of Jimmy,P. G. Wodehouse,"May, 2003"
40760.txt,Fifty Years in Chains,Charles Ball,"September 14, 2012 "
40762.txt,Dodo's Daughter,E. F. Benson,"September 14, 2012 "
40774-0.txt,"Brooks's Readers, Third Year",Stratton D. Brooks,"September 16, 2012 "
40774.txt,"Brooks's Readers, Third Year",Stratton D. Brooks,"September 16, 2012 "
40776.txt,Poor Folk in Spain,Jan Gordon,"September 16, 2012 "
40781-8.txt,The Art of Cross-Examination,Francis L. Wellman,"September 17, 2012 "
40798-8.txt,A History of the Reformation (Vol. 2 of 2),Thomas M. Lindsay,"September 18, 2012 "
40798.txt,A History of the Reformation (Vol. 2 of 2),Thomas M. Lindsay,"September 18, 2012 "
40812-8.txt,The Swastika,Thomas Wilson,"September 21, 2012  "
40825-0.txt,Fictitious & Symbolic Creatures in Art,John Vinycomb,"September 22, 2012 "
40825.txt,Fictitious & Symbolic Creatures in Art,John Vinycomb,"September 22, 2012 "
40826.txt,The Group Mind,William McDougall,"September 22, 2012 "
40830.txt,Twenty-Five Years in a Waggon in South Africa,Andrew A. Anderson,"September 22, 2012 "
40832.txt,The Veiled Man,William Le Queux,"September 22, 2012 "
40846-0.txt,Voltaire,John Morley,"September 23, 2012 "
40851-8.txt,"Abridgment of the Debates of Congress, from 1789 to 1856, Vol. II (of 16)",Thomas Hart Benton,"September 23, 2012 "
40857-8.txt,From Gretna Green to Land's End,Katharine Lee Bates,"September 25, 2012 "
40866-0.txt,The Rival Submarines,Percy F. Westerman,"March 20, 2013 "
40868-8.txt,The World as Will and Idea (Vol. 3 of 3),Arthur Schopenhauer,"September 26, 2012 "
40871-8.txt,"Fifty-two Stories of the British Navy, from Damme to Trafalgar.",Alfred H. Miles,"September 26, 2012 "
40873-8.txt,Historic Highways of America (Vol. 1),Archer Butler Hulbert,"September 27, 2012 "
40875-8.txt,Adventurings in the Psychical,H. Addington Bruce,"September 27, 2012 "
40886-0.txt,"The Works of John Knox, Volume 2 (of 6)",John Knox,"September 28, 2012 "
40897-8.txt,The Burglars' Club,Henry A. Hering,"September 30, 2012 "
40914-8.txt,The Behavior of Crowds,Everett Dean Martin,"October 2, 2012 "
40928-8.txt,"Johnny Ludlow, Second Series",Mrs. Henry Wood,"October 3, 2012  "
40929-8.txt,The Transformation of Early Christianity from an Eschatological to a Socialized Movement,Lyford Paterson Edwards,"October 3, 2012 "
40932.txt,Historic Highways of America (Vol. 3),Archer Butler Hulbert,"October 4, 2012 "
40938-0.txt,Wigwam and War-path; Or the Royal Chief in Chains,A. B. (Alfred Benjamin) Meacham,"October 5, 2012  "
40950.txt,The Dreamer of Dreams,"Marie, Queen of Roumania","October 6, 2012  "
40951-8.txt,"Johnny Ludlow, Fifth Series",Mrs. Henry Wood,"October 6, 2012 "
40951.txt,"Johnny Ludlow, Fifth Series",Mrs. Henry Wood,"October 6, 2012 "
40953.txt,A Traveler in Time,August Derleth,"October 6, 2012 "
40956.txt,"Encyclopaedia Britannica, 11th Edition, Volume 15, Slice 5",Various,"October 6, 2012 "
40959-0.txt,Le Cocu (Novels of Paul de Kock Volume XVIII),Charles Paul de Kock,"October 6, 2012 "
40977-8.txt,The Life Of Abraham Lincoln,Ward H. Lamon,"October 8, 2012 "
40978.txt,Watson Refuted,Samuel Francis,"October 8, 2012 "
40986.txt,The Oera Linda Book,Anonymous,"October 8, 2012 "
40993.txt,Spacewrecked on Venus,Neil R. Jones,"October 9, 2012 "
40994.txt,Zoraida,William Le Queux,"October 9, 2012 "
41014-8.txt,Abolition a Sedition,Geo. W. Donohue,"October 10, 2012 "
41020-0.txt,"Clara Vaughan, Volume I (of III)",R. D. Blackmore,"October 10, 2012 "
41027.txt,The Revolt of the Star Men,Raymond Gallun,"October 11, 2012 "
41030-8.txt,Historic Highways of America (Vol. 12),Archer Butler Hulbert,"October 11, 2012 "
41030.txt,Historic Highways of America (Vol. 12),Archer Butler Hulbert,"October 11, 2012 "
41032-8.txt,"The Catholic World. Volume III; Numbers 1, 2, 3, 4, 5, 6.",E. Rameur,"October 12, 2012 "
41035.txt,Fire and Sword in the Sudan,Rudolf C. Slatin,"October 12, 2012 "
41040-0.txt,Some Account of Gothic Architecture in Spain,George Edmund Street,"October 13, 2012 "
41043-0.txt,The Old First Massachusetts Coast Artillery in War and Peace,Frederick Morse Cutler,"October 13, 2012 "
41046-0.txt,International Law. A Treatise. Volume I (of 2),Lassa Francis Oppenheim,"October 16, 2012 "
41046.txt,International Law. A Treatise. Volume I (of 2),Lassa Francis Oppenheim,"October 16, 2012 "
41047.txt,International Law. A Treatise. Volume II (of 2),Lassa Francis Oppenheim,"October 16, 2012 "
41055-8.txt,"Encyclopaedia Britannica, 11th Edition, Volume 15, Slice 4",Various,"October 14, 2012 "
41055.txt,"Encyclopaedia Britannica, 11th Edition, Volume 15, Slice 4",Various,"October 14, 2012 "
41073-8.txt,Insula Sanctorum et Doctorum,John Healy,"October 16, 2012 "
41075-8.txt,The Curiosities and Law of Wills,John Proffatt,"October 16, 2012 "
41077-8.txt,May Carols,Aubrey De Vere,"October 16, 2012 "
41078.txt,The Hunchback of Westminster,William Le Queux,"October 17, 2012 "
41082-0.txt,The Golden Bough (Vol. 1 of 2),James George Frazer,"October 16, 2012 "
41090.txt,At the Sign of the Sword,William Le Queux,"October 17, 2012 "
41092.txt,Whatsoever a Man Soweth,William Le Queux,"October 17, 2012 "
41093.txt,Her Royal Highness,William Le Queux,"October 17, 2012 "
41118.txt,Historic Highways of America (Vol. 5),Archer Butler Hulbert,"October 20, 2012 "
41122.txt,Rayton: A Backwoods Mystery,Theodore Goodridge Roberts,"October 21, 2012 "
41130.txt,The Stolen Statesman,William Le Queux,"October 21, 2012 "
41131.txt,"Number 70, Berlin",William Le Queux,"October 21, 2012 "
41134-8.txt,The White Rose of Memphis,William C. Falkner,"October 21, 2012 "
41136-8.txt,A Plucky Girl,L. T. Meade,"October 21, 2012 "
4114.txt,"Christopher Columbus, Volume 7",Filson Young,"December 5, 2004 "
4115.txt,"Christopher Columbus, Volume 8",Filson Young,"December 5, 2004 "
4116.txt,"Christopher Columbus, Complete",Filson Young,"October 7, 2006 "
41160-0.txt,The Romance of Modern Invention,Archibald Williams,"October 24, 2012 "
41168-8.txt,The Siege of Norwich Castle,Matilda Maria Blake,"October 24, 2012 "
41171-8.txt,"Notes and Queries, Vol. V, Number 128, April 10, 1852",Various,"October 25, 2012 "
41173-8.txt,Address to the Non-Slaveholders of the South,Lewis Tappan,"October 25, 2012 "
41195-8.txt,Historical Description of Westminster Abbey,Anonymous,"October 27, 2012 "
41196-8.txt,Self-control,Mary Brunton,"October 27, 2012 "
41210-8.txt,"The life of Isambard Kingdom Brunel, Civil Engineer",Isambard Brunel,"October 28, 2012 "
41227-0.txt,Gairloch In North-West Ross-Shire,"John H. Dixon, F.S.A. Scot","October 29, 2012 "
41228-8.txt,"Guy Deverell, v. 1 of 2",Joseph Sheridan Le Fanu,"October 29, 2012 "
41233-8.txt,Over the Ocean,Curtis Guild,"October 30, 2012 "
41233.txt,Over the Ocean,Curtis Guild,"October 30, 2012 "
41237-8.txt,In Search of a Siberian Klondike,Homer B. Hulbert,"October 30, 2012 "
41246.txt,Three Months Abroad,Anna Vivanti,"October 30, 2012 "
41247-0.txt,Ten Thousand a-Year. Volume 3.,Samuel Warren,"October 30, 2012 "
41252-8.txt,The Assault,Frederic William Wile,"October 31, 2012 "
41252.txt,The Assault,Frederic William Wile,"October 31, 2012 "
41261-0.txt,Dan Carter and the Money Box,Mildred A. Wirt,"November 2, 2012 "
41267-0.txt,"The History of Cuba, vol. 5",Willis Fletcher Johnson,"November 2, 2012 "
41268-8.txt,Manual Training Toys for the Boy's Workshop,Harris W. Moore,"November 2, 2012 "
41270-8.txt,The Australian Explorers,George Grimm,"November 11, 2012 "
41282.txt,The Strange Adventures of Andrew Battell,Andrew Battell,"November 3, 2012 "
41283.txt,The Heroes of Asgard,Annie Keary,"November 3, 2012 "
41284.txt,The Arm-Chair at the Inn,F. Hopkinson Smith,"November 3, 2012 "
41286.txt,Miss Marjoribanks,Mrs (Margaret) Oliphant,"November 4, 2012 "
41292-8.txt,Every Man his own Doctor,R. T. Claridge,"November 5, 2012 "
41317-8.txt,The Bunsby papers,John Brougham,"November 7, 2012 "
41324.txt,Over the Seas for Uncle Sam,Elaine Sterne,"November 9, 2012 "
41328-8.txt,May Iverson's Career,Elizabeth  Jordan,"November 9, 2012 "
41330.txt,"Mrs. Dorriman, Volume 2 of 3",Julie Bosville Chetwynd,"November 9, 2012 "
41331.txt,"Mrs. Dorriman, Volume 3 of 3",Julie Bosville Chetwynd,"November 9, 2012 "
41332.txt,Ten Thousand a-Year (Vol. 2),Samuel Warren,"November 9, 2012 "
41333-8.txt,The Awakening of the Desert,Julius C. Birge,"November 9, 2012 "
41333.txt,The Awakening of the Desert,Julius C. Birge,"November 9, 2012 "
41335.txt,Automatic Pistol Shooting,Walter Winans,"November 9, 2012 "
41349-8.txt,Historic Towns of the Western States,Various,"November 11, 2012 "
41374-8.txt,"Mohawks, Volume 1 of 3",Mary Elizabeth Braddon,"November 16, 2012 "
41387-0.txt,"Lippincott's Magazine, Vol. 20, No. 33, November 1877",Various,"November 17, 2012 "
41392-8.txt,History of the Early Settlement of the Juniata Valley,U. J. (Uriah James) Jones,"November 17, 2012  "
41396-8.txt,The Boys of 1812 and Other Naval Heroes,James Russell Soley,"November 18, 2012 "
41405-8.txt,The Accumulation of Capital,Rosa Luxemburg,"November 19, 2012 "
41407-8.txt,Shelley,John Addington Symonds,"November 19, 2012 "
41438-8.txt,The Heart of Princess Osra,Anthony Hope,"November 22, 2012 "
41440.txt,Poppea of the Post-Office,Mabel Osgood Wright,"November 22, 2012 "
41443-8.txt,The Audiencia in the Spanish Colonies,Charles Henry Cunningham,"November 23, 2012 "
41443.txt,The Audiencia in the Spanish Colonies,Charles Henry Cunningham,"November 23, 2012 "
41445.txt,Frankenstein,Mary Shelley,"December 10, 2012 "
41447.txt,Curly,Roger  Pocock,"November 23, 2012 "
41452.txt,Rasputin the Rascal Monk,William Le Queux,"November 23, 2012 "
41453.txt,The Mysterious Mr. Miller,William Le Queux,"November 23, 2012 "
41454.txt,The Lost Million,William Le Queux,"November 23, 2012 "
41456.txt,Guilty Bonds,William Le Queux,"November 23, 2012 "
41457.txt,The German Spy System from Within,William Le Queux,"November 23, 2012 "
41477-0.txt,Humphrey Duke of Gloucester,K.H. Vickers,"November 25, 2012 "
41484-8.txt,"History of the Reformation in the Sixteenth Century, Volume V",J. H. Merle d'Aubign�,"November 25, 2012  "
41484.txt,"History of the Reformation in the Sixteenth Century, Volume V",J. H. Merle d'Aubign�,"November 25, 2012  "
41485.txt,Makers and Romance of Alabama History,B. F. Riley,"November 25, 2012 "
41496.txt,Addison,William John Courthope,"November 27, 2012  "
41502-8.txt,The All-Sufficiency of Christ,Charles Henry Mackintosh,"November 28, 2012 "
41508.txt,Seven Legs Across the Seas,Samuel Murray,"November 28, 2012 "
41509.txt,The Mystery of the Lost Dauphin,Emilia Pardo Baz�n,"November 29, 2012  "
41512-0.txt,The Young Continentals at Bunker Hill,John T. McIntyre,"November 30, 2012 "
41519.txt,Thought-Culture,William Walker Atkinson,"November 30, 2012 "
41520.txt,The Bible and Life,Edwin Holt Hughes,"December 1, 2012 "
41521-8.txt,"South Africa and the Boer-British War, Volume I",J. Castell Hopkins,"December 1, 2012 "
41521.txt,"South Africa and the Boer-British War, Volume I",J. Castell Hopkins,"December 1, 2012 "
41524-8.txt,Marion Berkley,Elizabeth B. Comins,"December 1, 2012 "
41527-8.txt,Highland Targets and Other Shields,James Drummond,"December 1, 2012 "
41534-0.txt,Langford of the Three Bars,Kate Boyles,"December 1, 2012 "
41536.txt,Motor Boat Boys Among the Florida Keys,Louis Arundel,"December 2, 2012 "
41537.txt,The Divine Comedy of Dante Alighieri,Dante Alighieri,"December 2, 2012 "
41584-8.txt,"Notes on the Book of Deuteronomy, Volume II",Charles Henry Mackintosh,"December 9, 2012 "
41602-8.txt,Outline Studies in the New Testament for Bible Teachers,Jesse Lyman Hurlbut,"December 11, 2012 "
41608-0.txt,Drum Taps in Dixie,Delavan S. Miller,"December 12, 2012 "
41619-8.txt,The Haunting of Low Fennel,Sax Rohmer,"December 14, 2012  "
41633-0.txt,A Christian Directory (Volume 1 of 4),Richard Baxter,"December 15, 2012 "
41636.txt,Ravenshoe,Henry Kingsley,"December 16, 2012  "
41640.txt,"The Diplomatic Correspondence of the American Revolution, Vol. IV (of 12)",Various,"December 17, 2012 "
41641.txt,Just Sixteen.,Susan  Coolidge,"December 17, 2012 "
41643.txt,The Theory and Practice of Archery,Horace Ford,"December 17, 2012 "
41645-8.txt,The Milkmaid of Montfermeil (Novels of Paul de Kock Volume XX),Charles Paul de Kock,"December 17, 2012 "
41646.txt,Emmeline,Charlotte Turner Smith,"December 17, 2012  "
41656-0.txt,Tom Moore,Theodore Burt Sayre,"December 18, 2012 "
41656.txt,Tom Moore,Theodore Burt Sayre,"December 18, 2012 "
41668.txt,Rustic Carpentry,Paul N. Hasluck,"December 20, 2012 "
41679.txt,"Our Little Ones and The Nursery, Vol. V, No. 9, July 1885",Various,"December 21, 2012 "
41680.txt,Civil War and Reconstruction in Alabama,Walter L. Fleming,"December 21, 2012 "
41681.txt,Breton Legends,Anonymous,"December 21, 2012 "
41685-8.txt,"Encyclopaedia Britannica, 11th Edition, Volume 16, Slice 3",Various,"December 21, 2012 "
41687-8.txt,How France Built Her Cathedrals,Elizabeth Boyle O'Reilly,"December 22, 2012 "
41695.txt,"The Appendages, Anatomy, and Relationships of Trilobites",Percy Edward Raymond,"December 24, 2012 "
41698-8.txt,A Prince of Anahuac,James A. Porter,"December 24, 2012 "
41704-8.txt,The Religion of Ancient Palestine,Stanley A. Cook,"December 25, 2012 "
41708.txt,Jack the Hunchback,James Otis,"December 28, 2012 "
41720-8.txt,Prisons and Prayer: Or a Labor of Love,Elizabeth Ryder Wheaton,"December 28, 2012 "
41720.txt,Prisons and Prayer: Or a Labor of Love,Elizabeth Ryder Wheaton,"December 28, 2012 "
41722.txt,The Spell of Japan,Isabel Anderson,"December 28, 2012 "
41728-0.txt,"The Traditional Games of England, Scotland, and Ireland (Vol II of II)",Alice Bertha Gomme,"December 29, 2012 "
41730.txt,Dixie After the War,Myrta Lockett Avary,"December 29, 2012  "
41735.txt,"The Girl of the Period and Other Social Essays, Vol. I (of 2)",Eliza Lynn Linton,"December 30, 2012 "
41736.txt,"The Girl of the Period and Other Social Essays, Vol. II (of 2)",Eliza Lynn Linton,"December 30, 2012 "
41737-0.txt,Burton of the Flying Corps,Herbert Strang,"December 29, 2012 "
41743-8.txt,Pintoricchio,Evelyn March Phillipps,"December 31, 2012 "
41744-8.txt,"The Egyptian campaigns, 1882 to 1885",Charles Royle,"December 31, 2012 "
41747-8.txt,"The Real Shelley, Vol. I (of 2)",John Cordy Jeaffreson,"December 31, 2012 "
41747.txt,"The Real Shelley, Vol. I (of 2)",John Cordy Jeaffreson,"December 31, 2012 "
41748-0.txt,"The Real Shelley, Vol. II (of 2)",John Cordy Jeaffreson,"December 31, 2012 "
41748.txt,"The Real Shelley, Vol. II (of 2)",John Cordy Jeaffreson,"December 31, 2012 "
41752-0.txt,The City of Beautiful Nonsense,E. Temple Thurston,"January 01, 2013 "
41755.txt,Greater Britain,Charles Wentworth Dilke,"January 1, 2013 "
41758-8.txt,Under the Chinese Dragon,F. S. Brereton,"January 2, 2013 "
41765-8.txt,Half a Hundred Hero Tales,Various,"January 3, 2013 "
41775-0.txt,Cornish Characters,S. Baring-Gould,"January 4, 2013 "
41781-8.txt,The Country House,Alexis de Ch�teauneuf and Sir Charles Lock Eastlake,"January 5, 2013  "
41785-8.txt,Archaic England,Harold Bayley,"January 5, 2013 "
41792-0.txt,Theodore Watts-Dunton,James Douglas,"January 6, 2013  "
41797.txt,The Story Book Girls,Christina Gowans Whyte,"January 06, 2013 "
41798-8.txt,Van Eyck,James Cyril M. Weale,"January 7, 2013  "
41844-0.txt,The Golden Bough,George Gibbs,"January 13, 2013 "
41858.txt,Smith College Stories,Josephine Dodge Daskam,"January 17, 2013 "
41859.txt,The Terms of Surrender,Louis Tracy,"January 17, 2013 "
41863.txt,Ragna,Anna Miller Costantini,"January 18, 2013  "
41864-0.txt,Life of Kit Carson,Charles Burdett,"January 18, 2013 "
41864.txt,Life of Kit Carson,Charles Burdett,"January 18, 2013 "
41871-8.txt,"Scribner's Magazine, Volume 26, July 1899",Various,"January 19, 2013 "
41871.txt,"Scribner's Magazine, Volume 26, July 1899",Various,"January 19, 2013 "
41873-8.txt,The History of Prostitution,William W. Sanger,"January 19, 2013 "
41873.txt,The History of Prostitution,William W. Sanger,"January 19, 2013 "
41879-0.txt,Dick Merriwell’s Pranks,Burt L. Standish,"January 19, 2013 "
41895-8.txt,The Green Bough,E. Temple Thurston,"January 21, 2013 "
41897-8.txt,Chitta Ranjan,Sukumar Ranjan Das,"January 22, 2013 "
41899.txt,"The Modern Housewife or, Menagere",Alexis Soyer,"January 22, 2013 "
41901.txt,The Victorious Attitude,Orison Swett Marden,"January 23, 2013 "
41902-8.txt,"Encyclopaedia Britannica, 11th Edition, Volume 16, Slice 1",Various,"January 23, 2013 "
41902.txt,"Encyclopaedia Britannica, 11th Edition, Volume 16, Slice 1",Various,"January 23, 2013 "
41910-8.txt,The Rise of the Mediaeval Church,Alexander Clarence Flick,"January 24, 2013 "
41910.txt,The Rise of the Mediaeval Church,Alexander Clarence Flick,"January 24, 2013 "
41911.txt,The Australian Army Medical Corps in Egypt,James W. Barrett,"January 24, 2013 "
41923-0.txt,"The Golden Bough (Third Edition, Vol. 6 of 12)",James George Frazer,"January 26, 2013 "
41929-8.txt,Arethusa,F. Marion Crawford,"January 27, 2013 "
41929.txt,Arethusa,F. Marion Crawford,"January 27, 2013 "
41934-8.txt,Idling in Italy,Joseph Collins,"January 28, 2013 "
41936.txt,Principles of Political Economy,Arthur Latham Perry,"January 28, 2013  "
41953-8.txt,Cyrus Hall McCormick,Herbert Newton Casson,"January 31, 2013  "
41957-8.txt,"Cooley's Cyclopaedia of Practical Receipts, Sixth Ed., Volume II",Arnold Cooley,"January 31, 2013 "
41964-0.txt,"Mark Tidd, Editor",Clarence Budington Kelland,"February 01, 2013 "
41971-8.txt,Yachting Vol. 1,Edward Sullivan,"February 2, 2013 "
41995-8.txt,The Scout and Ranger,James Pike,"February 3, 2013 "
4200.txt,"Diary of Samuel Pepys, Complete",Samuel Pepys,"June, 2003 "
42001.txt,"Notes and Queries, Number 221, January 21, 1854",Various,"February 4, 2013 "
42002-8.txt,"Notes and Queries, Number 222, January 28, 1854",Various,"February 4, 2013 "
42003.txt,"Notes and Queries, Number 224, February 11, 1854",Various,"February 4, 2013 "
42013.txt,"Salem Chapel, v.1/2",Mrs. Oliphant,"February 4, 2013 "
42014.txt,Meg of Mystery Mountain,Grace May North,"February 4, 2013  "
4203-8.txt,Wake-Robin,John Burroughs,"July, 2003"
42035-0.txt,Dooryard Stories,Clara Dillingham Pierson,"February 6, 2013  "
42046-8.txt,"Ireland under the Tudors, Volume I (of II)",Richard Bagwell,"February 8, 2013 "
42050-0.txt,For The White Christ,Robert Ames Bennet,"February 08, 2013 "
42060-8.txt,The Town,Leigh Hunt,"February 10, 2013 "
42115.txt,The Trail-Hunter,Gustave Aimard,"February 17, 2013 "
42119-8.txt,The Trapper's Daughter,Gustave Aimard,"February 17, 2013 "
42124-8.txt,American Forest Trees,Henry H. Gibson,"February 18, 2013  "
42149.txt,"Transactions of the American Society of Civil Engineers, Vol. LXVIII, Sept. 1910",B. H. M. Hewett,"February 21, 2013 "
42165-8.txt,The World Before Them,Susanna Moodie,"February 22, 2013 "
42172-0.txt,Every Boy's Book: A Complete Encyclopædia of Sports and Amusements,Various,"February 23, 2013 "
42172.txt,Every Boy's Book: A Complete Encyclopaedia of Sports and Amusements,Various,"February 23, 2013 "
42173.txt,"Encyclopaedia Britannica, 11th Edition, Volume 16, Slice 7",Various,"February 23, 2013 "
42176.txt,Long Will,Florence Converse,"February 25, 2013 "
42183-8.txt,Queen of the Black Coast,Robert E. Howard,"February 24, 2013 "
42188.txt,Shadows in the Moonlight,Robert E. Howard,"February 24, 2013 "
42200.txt,The Shadow of Ashlydyat,Mrs. Henry Wood,"February 25, 2013  "
42202.txt,Under the Red Crescent,Charles S. Ryan,"February 25, 2013 "
42203.txt,Our Little Dutch Cousin,Blanche McManus,"February 26, 2013 "
42205-8.txt,Studies on the Legend of the Holy Grail,Alfred Nutt,"February 26, 2013 "
42205.txt,Studies on the Legend of the Holy Grail,Alfred Nutt,"February 26, 2013 "
42214.txt,On a Donkey's Hurricane Deck,R. Pitcher Woodward,"February 26, 2013 "
42216-0.txt,On the History of Gunter's Scale and the Slide Rule during the Seventeenth Century,Florian Cajori,"February 26, 2013 "
42216.txt,On the History of Gunter's Scale and the Slide Rule during the Seventeenth Century,Florian Cajori,"February 26, 2013 "
42220-8.txt,History of Linn County Iowa,Luther A. Brewer,"February 27, 2013 "
42224.txt,"The World's Progress, Vol. I (of X)",Various,"February 27, 2013 "
42228.txt,Camp Fire Yarns of the Lost Legion,G. Hamilton-Browne,"February 28, 2013 "
42229-0.txt,Riding and Driving for Women,Belle Beach,"February 28, 2013 "
42238-8.txt,The Articles of Faith,James E. Talmage,"March 1, 2013 "
42238.txt,The Articles of Faith,James E. Talmage,"March 1, 2013 "
42248.txt,Your National Parks,Enos A. Mills,"March 3, 2013 "
42251-0.txt,The Expositor's Bible: The Book of Revelation,William Milligan,"March 3, 2013 "
42266-8.txt,Antiquities of the Mesa Verde National Park: Cliff Palace,Jesse Walter Fewkes,"March 5, 2013 "
42279-8.txt,The Great Company,Beckles Willson,"March 9, 2013  "
4229.txt,"The South Pole, Volumes 1 and 2",Roald Amundsen,"July, 2003"
42312-0.txt,"The Life and Letters of Lafcadio Hearn, Volume 1",Elizabeth Bisland,"March 23, 2013 "
42313-0.txt,"The Life and Letters of Lafcadio Hearn, Volume 2",Elizabeth Bisland,"March 23, 2013 "
42336-0.txt,"The Golden Bough (Third Edition, Vol. 8 of 12)",James George Frazer,"March 14, 2013 "
42342-8.txt,"Encyclopaedia Britannica, 11th Edition, Volume 16, Slice 8",Various,"March 15, 2013 "
42348.txt,The Spirit of the Links,Henry Leach,"March 17, 2013 "
42359.txt,Tales and Legends of the English Lakes,Wilson Armistead,"March 17, 2013 "
42362-8.txt,"Caleb West, Master Diver",F. Hopkinson Smith,"March 18, 2013 "
42374.txt,To Kiel in the 'Hercules',Lewis R. Freeman,"March 19, 2013 "
42388-0.txt,The Solomon Islands and Their Natives,H. B. (Henry Brougham) Guppy,"March 22, 2013  "
42388.txt,The Solomon Islands and Their Natives,H. B. (Henry Brougham) Guppy,"March 22, 2013  "
42389.txt,The Pirate,Sir Walter Scott,"March 23, 2013  "
42403.txt,The Eight-Oared Victors,Lester Chadwick,"March 24, 2013  "
42405.txt,Monumental Java,J. F. Scheltema,"March 24, 2013 "
42410.txt,Great Events in the History of North and South America,Charles A. Goodrich,"March 25, 2013 "
42412.txt,"Blackwood's Edinburgh Magazine, No. 401, March 1849",Various,"March 25, 2013 "
42413-8.txt,"The Diplomatic Correspondence of the American Revolution, Volume XII",Various,"March 25, 2013 "
42414.txt,"The Animal World, A Book of Natural History",Theodore Wood,"March 26, 2013 "
42415-8.txt,Storm Warriors,John Gilmore,"March 26, 2013 "
42417.txt,The Air Patrol,Herbert Strang,"March 26, 2013 "
42419-0.txt,"The True History of The State Prisoner, commonly called The Iron Mask",George Agar Ellis,"March 27, 2013 "
42426-0.txt,Gold Elsie,E. Marlitt,"March 28, 2013 "
42435-8.txt,Alcohol and the Human Brain,Joseph Cook,"March 30, 2013 "
42437-8.txt,Aunt Jimmy's Will,Mabel Osgood Wright,"March 30, 2013 "
42438.txt,"The Rise of Rail-Power in War and Conquest, 1833-1914",Edwin A. Pratt,"March 30, 2013 "
42441-0.txt,The Coming of Cassidy—And the Others,Clarence E. Mulford,"March 30, 2013 "
42461-0.txt,The Motor Boys,Clarence Young,"April 3, 2013 "
42469-8.txt,Convenient Houses,Louis Henry Gibson,"April 5, 2013  "
42504-0.txt,The Campers Out,Edward S. Ellis,"April 11, 2013 "
42506.txt,Chronicles (1 of 6): The Description of Britaine,Raphaell Holinshed,"April 11, 2013 "
42515-8.txt,The book of the ladies,Pierre de Bourdeille Brant�me,"April 12, 2013 "
42517-8.txt,Historic Inventions,Rupert S. Holland,"April 12, 2013 "
42519-0.txt,Blackthorn Farm,Arthur Applin,"April 12, 2013 "
42529-8.txt,Dariel,R. D. Blackmore,"April 14, 2013 "
42531-8.txt,The Honey-Pot,Countess Barcynska,"April 14, 2013 "
42538-0.txt,The Round Towers of Ireland,Henry O'Brien,"April 15, 2013 "
42552-8.txt,"Encyclopaedia Britannica, 11th Edition, Volume 17, Slice 7",Various,"April 16, 2013 "
42560.txt,"Memoirs of the Dukes of Urbino, Volume I (of 3)",James Dennistoun,"April 19, 2013  "
42564.txt,Art in Shell of the Ancient Americans,William H. Holmes,"April 20, 2013 "
42566.txt,The Spook Ballads,William Theodore Parkes,"April 20, 2013 "
42567.txt,William Penn,Rupert S. Holland,"April 20, 2013 "
42569-8.txt,The Radio Detectives Under the Sea,A. Hyatt Verrill,"April 21, 2013 "
42571.txt,Travels in South Kensington,Moncure Daniel Conway,"April 22, 2013 "
42576-8.txt,The Common Spiders of the United States,James Henry Emerton,"April 22, 2013 "
42587-0.txt,The Grey Friars in Oxford,Andrew G. Little,"April 24, 2013 "
42600.txt,Under St Paul's,Richard Dowling,"April 26, 2013 "
42602.txt,The Steam Engine Explained and Illustrated (Seventh Edition),Dionysius Lardner,"April 26, 2013  "
42613.txt,"On-Line Data-Acquisition Systems in Nuclear Physics, 1969",H. W. Fulbright et al.,"April 29, 2013 "
42614-8.txt,English Monastic Life,Abbot Gasquet,"April 29, 2013 "
42616-8.txt,The Medicine-Men of the Apache. (1892 N 09 / 1887-1888 (pages 443-604)),John G. Bourke,"April 29, 2013 "
